favorites_count,id,retweet_count
3782,731156023742988288,1248
6059,730924654643314689,1946
4826,730573383004487680,2100
3439,730427201120833536,1030
3765,730211855403241472,1040
4770,730196704625098752,1866
3974,729854734790754305,1105
1699,729838605770891264,378
3919,729823566028484608,1227
5707,729463711119904772,2281
1848,729113531270991872,319
3098,728986383096946689,809
4608,728760639972315136,1673
2718,728751179681943552,667
3263,728653952833728512,1019
4843,728409960103686147,1967
3645,728387165835677696,946
4235,728046963732717569,1179
4500,728035342121635841,1644
4054,728015554473250816,1088
2919,727685679342333952,634
5789,727644517743104000,1717
4407,727524757080539137,1199
3286,727314416056803329,727
3008,727286334147182592,798
3857,727175381690781696,1362
3566,727155742655025152,1308
6769,726935089318363137,2406
3788,726887082820554753,1501
3509,726828223124897792,989
4362,726224900189511680,1123
6969,725842289046749185,2627
4109,725786712245440512,1349
5128,725729321944506368,1754
1393,725458796924002305,607
3678,724983749226668032,1287
2315,724771698126512129,625
5197,724405726123311104,1625
4261,724049859469295616,1748
2620,724046343203856385,545
4114,724004602748780546,1519
3828,723912936180330496,1216
7556,723688335806480385,2887
2963,723673163800948736,873
5226,723179728551723008,1831
4041,722974582966214656,1536
4889,722613351520608256,1611
4547,721503162398597120,1809
2493,721001180231503872,601
3068,720785406564900865,755
2421,720775346191278080,650
4060,720415127506415616,1475
6273,720389942216527872,2462
2821,720340705894408192,962
3801,720059472081784833,1106
4837,720043174954147842,1972
4765,719991154352222208,1715
4469,719704490224398336,1404
4967,719551379208073216,1871
2757,719367763014393856,729
4370,719339463458033665,1210
3381,719332531645071360,931
3433,718971898235854848,1058
5172,718939241951195136,1729
18596,718631497683582976,7904
2403,718613305783398402,475
2419,718540630683709445,999
2655,718460005985447936,515
4788,718454725339934721,1487
1879,718246886998687744,492
3808,718234618122661888,975
2415,717841801130979328,594
2836,717790033953034240,1089
5696,717537687239008257,1824
1590,717428917016076293,440
3115,717421804990701568,827
6198,717047459982213120,1899
3195,717009362452090881,946
4227,716802964044845056,1151
8040,716791146589110272,1552
1214,716730379797970944,418
12862,716447146686459905,5768
2342,716439118184652801,205
2726,716285507865542656,1039
6667,716080869887381504,1866
3142,715928423106027520,863
3664,715758151270801409,1412
4585,715733265223708672,1660
2748,715704790270025728,558
3853,715696743237730304,1270
4240,715680795826982913,1588
5392,715360349751484417,1536
2997,715342466308784130,684
2388,715220193576927233,638
5066,715200624753819648,1850
4091,715009755312439296,1208
3681,714982300363173890,1015
7242,714962719905021952,4187
4068,714957620017307648,1391
3227,714631576617938945,980
3578,714606013974974464,911
2645,714485234495041536,1106
2988,714258258790387713,711
3230,714251586676113411,823
2234,714214115368108032,856
4267,714141408463036416,1374
3246,713919462244790272,780
1867,713909862279876608,529
2794,713900603437621249,730
4787,713761197720473600,1347
4377,713411074226274305,1281
7116,713177543487135744,2788
4397,713175907180089344,1453
18793,712809025985978368,6620
12164,712717840512598017,4898
4122,712668654853337088,1197
5243,712438159032893441,1540
239,712309440758808576,25
3724,712097430750289920,1015
2902,712092745624633345,874
3226,712085617388212225,477
2234,712065007010385924,611
0,711998809858043904,125
7947,711968124745228288,2263
2798,711743778164514816,972
8710,711732680602345472,4043
32391,711694788429553666,18044
3802,711652651650457602,899
3598,711363825979756544,1114
3255,711306686208872448,725
2955,711008018775851008,602
4504,710997087345876993,1367
2511,710844581445812225,677
2647,710833117892898816,522
2275,710658690886586372,552
4733,710609963652087808,2333
4471,710588934686908417,1836
2346,710296729921429505,726
2119,710283270106132480,516
4473,710272297844797440,1233
2360,710269109699739648,1101
2862,710153181850935296,877
2717,710140971284037632,867
5411,710117014656950272,1965
3441,709918798883774466,1072
656,709901256215666688,99
3468,709852847387627521,1185
3500,709566166965075968,1186
3246,709556954897764353,1055
1475,709519240576036864,234
2192,709449600415961088,562
2583,709409458133323776,670
2382,709225125749587968,566
12352,709207347839836162,5696
2403,709198395643068416,635
1973,709179584944730112,662
2007,709158332880297985,410
4672,709042156699303936,1605
1778,708853462201716736,651
2939,708845821941387268,887
1662,708834316713893888,493
16245,708810915978854401,6818
2717,708738143638450176,799
2501,708711088997666817,707
2513,708479650088034305,670
3063,708469915515297792,802
15766,708400866336894977,9903
3534,708356463048204288,1297
2312,708349470027751425,724
4226,708149363256774660,1533
3337,708130923141795840,840
2659,708119489313951744,968
1919,708109389455101952,543
4337,708026248782585858,1902
3091,707995814724026368,1109
50,707983188426153984,2
2668,707969809498152960,954
3241,707776935007539200,944
2458,707741517457260545,607
4029,707738799544082433,2424
3355,707693576495472641,977
2542,707629649552134146,859
16755,707610948723478529,6255
2238,707420581654872064,688
2276,707411934438625280,590
3455,707387676719185920,1266
3236,707377100785885184,1076
2442,707315916783140866,632
2736,707297311098011648,772
2561,707059547140169728,663
2159,707038192327901184,778
4032,707021089608753152,1339
2287,707014260413456384,589
14395,706904523814649856,7748
2031,706901761596989440,586
3262,706681918348251136,964
2541,706644897839910912,1075
2128,706593038911545345,625
3438,706538006853918722,1410
3078,706516534877929472,1023
3404,706346369204748288,911
21034,706310011488698368,7815
1676,706291001778950144,473
2701,706265994973601792,922
3853,706169069255446529,2178
5095,706166467411222528,1581
1465,706153300320784384,381
3068,705975130514706432,723
3137,705970349788291072,884
2337,705898680587526145,542
1909,705786532653883392,511
3128,705591895322394625,1135
2920,705475953783398401,895
4374,705442520700944385,1599
3770,705428427625635840,1660
2972,705239209544720384,742
2555,705223444686888960,788
2116,705102439679201280,512
2156,705066031337840642,615
4227,704871453724954624,1102
2226,704859558691414016,533
5007,704847917308362754,1506
2613,704819833553219584,973
6563,704761120771465216,2885
2879,704499785726889984,1002
745,704491224099647488,78
3348,704480331685040129,1057
7894,704364645503647744,3507
1563,704347321748819968,347
1491,704134088924532736,453
1832,704113298707505153,565
2891,704054845121142784,904
1825,703774238772166656,453
3238,703769065844768768,1131
2546,703631701117943808,673
3794,703611486317502464,1510
3764,703425003149250560,1351
2413,703407252292673536,688
3476,703382836347330562,1129
1897,703356393781329922,382
1956,703268521220972544,544
7300,703079050210877440,3036
26032,703041949650034688,12306
2551,702932127499816960,715
1593,702899151802126337,448
3193,702684942141153280,1064
2177,702671118226825216,550
12102,702598099714314240,3387
2855,702539513671897089,947
3140,702332542343577600,1526
3242,702321140488925184,1030
2435,702276748847800320,759
4714,702217446468493312,1324
3415,701981390485725185,979
3798,701952816642965504,1012
3498,701889187134500865,1371
3379,701805642395348998,1652
2071,701601587219795968,445
2778,701570477911896070,914
2631,701545186879471618,603
12064,701214700881756160,5036
2194,700890391244103680,560
2568,700864154249383937,612
2428,700847567345688576,499
2412,700796979434098688,928
22553,700747788515020802,9180
2579,700518061187723268,786
2262,700505138482569216,560
4082,700462010979500032,1768
2602,700167517596164096,722
2216,700151421916807169,663
7453,700143752053182464,2677
2622,700062718104104960,682
2051,700029284593901568,580
3278,700002074055016451,1322
3028,699801817392291840,939
2207,699788877217865730,504
2706,699779630832685056,1217
1941,699775878809702401,597
10160,699691744225525762,4547
5879,699446877801091073,2584
2141,699434518667751424,509
1344,699423671849451520,320
2054,699413908797464576,622
1867,699370870310113280,433
3118,699323444782047232,853
2220,699088579889332224,625
2423,699079609774645248,647
2939,699072405256409088,1181
3706,699060279947165696,1775
2576,699036661657767936,1186
3309,698989035503689728,964
2648,698953797952008193,891
2508,698907974262222848,618
2436,698710712454139905,674
1434,698703483621523456,373
1279,698635131305795584,336
2294,698549713696649216,617
1829,698355670425473025,443
2248,698342080612007937,943
4705,698262614669991936,1972
16570,698195409219559425,5901
2781,698178924120031232,731
1499,697995514407682048,330
3245,697990423684476929,1283
2362,697943111201378304,666
2977,697881462549430272,1160
1722,697630435728322560,534
3119,697616773278015490,1000
2976,697596423848730625,1245
2023,697575480820686848,494
2030,697516214579523584,1098
2387,697482927769255936,662
3379,697463031882764288,1383
4642,697270446429966336,1847
3262,697259378236399616,991
3002,697255105972801536,1150
2487,697242256848379904,661
3135,696900204696625153,1006
2319,696894894812565505,673
4798,696886256886657024,1770
2417,696877980375769088,704
1468,696754882863349760,357
2043,696744641916489729,923
2352,696713835009417216,642
3861,696518437233913856,1693
1200,696490539101908992,140
2491,696488710901260288,1003
3167,696405997980676096,1142
1907,696100768806522880,643
2987,695816827381944320,1148
3128,695794761660297217,756
1839,695767669421768709,734
4513,695629776980148225,2064
4343,695446424020918272,1790
8567,695409464418041856,3523
3591,695314793360662529,1432
2602,695095422348574720,608
2807,695074328191332352,1081
1584,695064344191721472,583
2630,695051054296211456,782
2664,694925794720792577,909
2721,694905863685980160,926
35394,694669722378485760,14178
1484,694356675654983680,284
2009,694352839993344000,608
1561,694342028726001664,479
1981,694329668942569472,497
4117,694206574471057408,2011
2926,694183373896572928,917
3364,694001791655137281,1015
1854,693993230313091072,397
1728,693942351086120961,365
2652,693647888581312512,576
1336,693644216740769793,122
2509,693642232151285760,407
2411,693629975228977152,781
1517,693622659251335168,370
4991,693590843962331137,1932
1626,693582294167244802,242
1755,693486665285931008,627
3316,693280720173801472,1218
2351,693267061318012928,805
2191,693262851218264065,491
2841,693231807727280129,725
7793,693155686491000832,3170
1693,693109034023534592,602
1834,693095443459342336,452
2650,692919143163629568,742
2401,692905862751522816,856
1745,692901601640583168,593
2240,692894228850999298,786
2834,692828166163931137,872
6746,692752401762250755,3589
4311,692568918515392513,1514
3131,692535307825213440,1342
1811,692530551048294401,408
1466,692423280028966913,225
9261,692417313023332352,3416
2503,692187005137076224,809
2126,692158366030913536,778
1630,692142790915014657,388
3376,692041934689402880,1253
2857,692017291282812928,946
3918,691820333922455552,1636
8049,691793053716221953,4164
2824,691756958957883396,981
1938,691675652215414786,500
2368,691483041324204033,558
4002,691459709405118465,1124
2621,691444869282295808,841
19103,691416866452082688,7540
2538,691321916024623104,653
2935,691096613310316544,870
1703,691090071332753408,330
5842,690989312272396288,2831
3541,690959652130045952,1229
4049,690938899477221376,1924
3249,690932576555528194,1002
3743,690735892932222976,1251
2156,690728923253055490,509
2308,690690673629138944,808
1289,690649993829576704,274
293,690607260360429569,18
1935,690597161306841088,596
1870,690400367696297985,445
3222,690374419777196032,838
2646,690360449368465409,868
1496,690348396616552449,510
1658,690248561355657216,412
2760,690021994562220032,1015
2467,690015576308211712,724
3626,690005060500217858,1666
1404,689999384604450816,362
1450,689993469801164801,443
1352,689977555533848577,440
2419,689905486972461056,692
3013,689877686181715968,1148
2151,689835978131935233,739
3190,689661964914655233,917
10265,689659372465688576,3803
2209,689623661272240129,631
11523,689599056876867584,5443
2022,689557536375177216,451
3362,689517482558820352,1413
2238,689289219123089408,926
3229,689283819090870273,1088
1959,689280876073582592,698
1135,689275259254616065,242
2530,689255633275777024,1070
3046,689154315265683456,991
2001,689143371370250240,503
2683,688916208532455424,855
2094,688908934925697024,753
2076,688898160958271489,772
2221,688894073864884227,679
1363,688828561667567616,366
956,688804835492233216,191
2199,688789766343622656,654
2565,688547210804498433,688
2295,688519176466644993,717
9181,688385280030670848,4424
2218,688211956440801280,819
2119,688179443353796608,577
2797,688116655151435777,761
1713,688064179421470721,357
5395,687841446767013888,2470
2715,687826841265172480,1107
2453,687818504314159109,935
2372,687807801670897665,711
1741,687732144991551489,655
2406,687704180304273409,832
1917,687664829264453632,504
1879,687494652870668288,568
1584,687480748861947905,235
1966,687476254459715584,523
2039,687460506001633280,540
1872,687399393394311168,609
19920,687317306314240000,9054
4310,687312378585812992,1871
5372,687127927494963200,2239
2152,687124485711986689,499
5728,687109925361856513,2426
2317,687102708889812993,966
2213,687096057537363968,599
8541,686947101016735744,3150
3482,686760001961103360,1362
3436,686749460672679938,1437
4094,686730991906516992,1186
2793,686683045143953408,788
3669,686618349602762752,1350
1870,686606069955735556,538
1723,686394059078897668,682
3225,686386521809772549,868
2180,686377065986265092,557
2161,686358356425093120,660
3960,686286779679375361,1641
2194,686050296934563840,719
1137,686035780142297088,115
3050,686034024800862208,1128
2457,686007916130873345,405
1805,686003207160610816,615
2076,685973236358713344,514
1612,685943807276412928,584
7426,685906723014619143,2839
2008,685681090388975616,123
2338,685667379192414208,557
3193,685663452032069632,1435
2909,685641971164143616,766
32560,685547936038666240,15410
3002,685532292383666176,1143
9353,685325112850124800,3914
2626,685321586178670592,628
3276,685315239903100929,1029
2049,685307451701334016,438
3061,685268753634967552,1185
2316,685198997565345792,660
4065,685169283572338688,1408
2366,684969860808454144,363
6753,684959798585110529,3078
3181,684940049151070208,1035
3454,684926975086034944,456
3479,684914660081053696,1431
1854,684902183876321280,520
2064,684880619965411328,799
34640,684830982659280897,21383
2710,684800227459624960,989
8811,684594889858887680,3458
4074,684588130326986752,1388
2982,684567543613382656,1193
2623,684538444857667585,937
3845,684481074559381504,1155
1955,684460069371654144,556
8038,684241637099323392,3233
1213,684225744407494656,206
3774,684222868335505415,1351
2126,684200372118904832,1021
1882,684195085588783105,503
3458,684188786104872960,1158
1994,684177701129875456,657
2953,684147889187209216,1496
1983,684122891630342144,463
4069,684097758874210310,1412
3764,683857920510050305,1109
1916,683852578183077888,340
2576,683849932751646720,951
2595,683834909291606017,1096
2767,683828599284170753,1052
3308,683773439333797890,1330
6399,683742671509258241,3249
7249,683515932363329536,2837
3138,683498322573824003,951
2632,683481228088049664,985
2401,683462770029932544,663
3847,683449695444799489,1581
7552,683391852557561860,2369
2871,683357973142474752,902
2838,683142553609318400,1029
3362,683111407806746624,895
2142,683098815881154561,647
1968,683078886620553216,552
2143,683030066213818368,729
36392,682962037429899265,16305
1759,682808988178739200,166
2448,682788441537560576,1093
1502,682750546109968385,429
1304,682697186228989953,355
3024,682662431982772225,1064
2056,682638830361513985,589
3400,682429480204398592,1137
7468,682406705142087680,1743
2210,682393905736888321,658
1638,682389078323662849,451
3021,682303737705140231,957
4083,682259524040966145,1183
3206,682242692827447297,1143
18020,682088079302213632,9713
4878,682059653698686977,1655
3158,682047327939461121,922
6494,682032003584274432,1971
3086,682003177596559360,1496
2779,681981167097122816,1019
2445,681891461017812993,803
12647,681694085539872773,4005
1749,681679526984871937,432
2609,681654059175129088,912
1879,681610798867845120,459
3508,681579835668455424,1281
14112,681523177663676416,5677
1629,681340665377193984,275
9174,681339448655802368,4030
2611,681320187870711809,730
3889,681302363064414209,1788
3175,681297372102656000,940
3195,681281657291280384,1087
1440,681261549936340994,267
1468,681242418453299201,523
2379,681231109724700672,477
3652,681193455364796417,1459
2393,680970795137544192,646
4531,680959110691590145,1975
3166,680940246314430465,1035
2065,680934982542561280,428
2373,680913438424612864,612
1740,680889648562991104,357
3418,680836378243002368,1298
2131,680805554198020098,655
2352,680801747103793152,806
2816,680798457301471234,1013
2598,680609293079592961,688
3575,680583894916304897,1311
4186,680497766108381184,1876
1698,680494726643068929,478
2511,680473011644985345,735
1426,680440374763077632,494
1449,680221482581123072,290
2795,680206703334408192,1147
2113,680191257256136705,491
3845,680176173301628928,1524
2295,680161097740095489,723
3563,680145970311643136,1708
2258,680130881361686529,926
2680,680115823365742593,888
3524,680100725817409536,1348
12643,680085611152338944,8840
2548,680070545539371008,846
1960,679877062409191424,640
2156,679872969355714560,652
2417,679862121895714818,604
2811,679854723806179328,1205
2335,679844490799091713,747
35724,679828447187857408,13758
3053,679777920601223168,1081
2064,679736210798047232,776
2135,679729593985699840,809
1636,679722016581222400,459
4723,679530280114372609,2045
2599,679527802031484928,710
3305,679511351870550016,1244
3126,679503373272485890,1438
2063,679475951516934144,626
31049,679462823135686656,18414
2333,679405845277462528,1177
20913,679158373988876288,7875
2730,679148763231985668,1007
2922,679132435750195208,1132
5861,679111216690831360,2529
16656,679062614270468097,7902
2207,679047485189439488,650
2779,679001094530465792,1196
2256,678991772295516161,1132
1611,678969228704284672,447
2522,678800283649069056,877
3396,678798276842360832,1135
2760,678774928607469569,883
3465,678767140346941444,1328
1605,678764513869611008,462
6971,678755239630127104,3203
3686,678740035362037760,1637
5497,678708137298427904,2371
2803,678675843183484930,1425
2008,678643457146150913,392
3923,678446151570427904,1504
5372,678424312106393600,2480
4126,678410210315247616,1765
77749,678399652199309312,31008
1562,678396796259975168,405
1829,678389028614488064,411
2388,678380236862578688,888
1698,678341075375947776,524
1283,678334497360859136,247
11217,678278586130948096,5945
1557,678255464182861824,356
1873,678023323247357953,374
13345,678021115718029313,6182
3344,677961670166224897,1643
1314,677918531514703872,397
4721,677895101218201600,2015
2992,677716515794329600,958
3319,677700003327029250,1412
1205,677698403548192770,311
2437,677687604918272002,827
3263,677673981332312066,1461
1909,677662372920729601,928
1814,677644091929329666,779
2083,677573743309385728,684
1273,677565715327688705,452
2393,677557565589463040,1122
6789,677547928504967168,3587
1041,677530072887205888,222
2977,677335745548390400,1724
1317,677334615166730240,277
1062,677331501395156992,231
3559,677328882937298944,1461
1605,677314812125323265,520
1205,677301033169788928,391
1933,677269281705472000,688
3466,677228873407442944,1595
2679,677187300187611136,893
2707,676975532580409345,1039
2186,676957860086095872,791
1272,676949632774234114,384
2106,676948236477857792,843
1692,676946864479084545,359
2022,676942428000112642,729
12403,676936541936185344,4791
2909,676916996760600576,1761
2192,676897532954456065,707
2045,676864501615042560,688
22337,676821958043033607,15107
1774,676819651066732545,647
1388,676811746707918848,412
4871,676776431406465024,1967
2812,676617503762681856,927
1053,676613908052996102,195
1841,676606785097199616,418
1132,676603393314578432,372
4439,676593408224403456,2097
894,676590572941893632,117
2253,676588346097852417,757
1160,676582956622721024,265
2510,676575501977128964,1081
1825,676533798876651520,535
1478,676496375194980353,517
11289,676470639084101634,4522
1676,676440007570247681,641
1360,676430933382295552,330
2027,676263575653122048,525
1172,676237365392908289,278
74338,676219687039057920,30072
1685,676215927814406144,556
2217,676191832485810177,1001
1866,676146341966438401,640
2101,676121918416756736,1123
2746,676101918813499392,1131
2913,676098748976615425,1372
1272,676089483918516224,423
1564,675898130735476737,555
2059,675891555769696257,825
2305,675888385639251968,925
4059,675878199931371520,1355
1572,675870721063669760,548
2610,675853064436391936,1248
915,675849018447167488,138
2199,675845657354215424,847
1476,675822767435051008,518
1015,675820929667219457,227
9940,675798442703122432,3301
1579,675781562965868544,450
1131,675740360753160193,329
1824,675710890956750848,786
1908,675707330206547968,658
625,675706639471788032,90
1774,675534494439489536,396
1147,675531475945709568,368
1008,675522403582218240,276
1246,675517828909424640,450
16612,675501075957489664,5626
3030,675497103322386432,1241
1251,675489971617296384,573
1786,675483430902214656,942
1467,675432746517426176,549
1627,675372240448454658,499
1020,675362609739206656,221
31440,675354435921575936,16167
3788,675349384339542016,2187
2671,675334060156301312,1238
3446,675166823650848770,1527
6022,675153376133427200,2474
3626,675149409102012420,1619
909,675147105808306176,221
1141,675146535592706048,285
2058,675145476954566656,855
1263,675135153782571009,462
1877,675113801096802304,756
924,675111688094527488,241
2698,675109292475830276,1091
1030,675047298674663426,307
2605,675015141583413248,1134
942,675006312288268288,211
1504,675003128568291329,446
2162,674999807681908736,1063
831,674805413498527744,342
2906,674800520222154752,818
2416,674793399141146624,1044
1063,674790488185167872,241
784,674788554665512960,203
1936,674781762103414784,1146
1070,674774481756377088,452
1754,674767892831932416,750
765,674764817387900928,229
1319,674754018082705410,425
1414,674752233200820224,446
1350,674743008475090944,526
467,674742531037511680,49
1061,674739953134403584,372
622,674737130913071104,84
1104,674690135443775488,454
1551,674670581682434048,618
883,674664755118911488,238
1379,674646392044941312,469
997,674644256330530816,259
1629,674638615994089473,559
1449,674632714662858753,550
903,674606911342424069,93
5989,674468880899788800,1940
1027,674447403907457024,345
1071,674436901579923456,369
1376,674422304705744896,519
665,674416750885273600,131
1155,674410619106390016,441
1460,674394782723014656,549
821,674372068062928900,302
543,674330906434379776,72
1356,674318007229923329,499
10928,674307341513269249,6652
14124,674291837063053312,5601
1507,674271431610523648,699
878,674269164442398721,220
1577,674265582246694913,805
1257,674262580978937856,431
1403,674255168825880576,519
732,674082852460433408,161
954,674075285688614912,271
6121,674063288070742018,2093
3162,674053186244734976,1234
1396,674051556661161984,468
1348,674045139690631169,612
690,674042553264685056,121
1063,674038233588723717,401
820,674036086168010753,195
1707,674024893172875264,1169
1082,674019345211760640,289
1499,674014384960745472,608
1148,674008982932058114,338
1877,673956914389192708,910
1123,673919437611909120,353
3048,673906403526995968,1554
903,673887867907739649,242
2961,673716320723169284,715
3402,673715861853720576,1967
996,673711475735838725,284
802,673709992831262724,258
1031,673708611235921920,273
1056,673707060090052608,372
1209,673705679337693185,390
1369,673700254269775872,539
3800,673697980713705472,1872
1668,673689733134946305,614
1210,673688752737402881,471
1376,673686845050527744,411
1313,673680198160809984,439
1200,673662677122719744,349
692,673656262056419329,223
1055,673636718965334016,342
1533,673612854080196609,683
1145,673583129559498752,340
796,673580926094458881,263
1330,673576835670777856,536
982,673363615379013632,289
1386,673359818736984064,641
1437,673355879178194945,543
1590,673352124999274496,513
718,673350198937153538,198
2408,673345638550134785,1199
925,673343217010679808,258
1215,673342308415348736,544
12876,673320132811366400,7483
841,673317986296586240,244
7203,673295268553605120,3016
1031,673270968295534593,346
1366,673240798075449344,682
2147,673213039743795200,797
1625,673148804208660480,593
1887,672997845381865473,676
910,672995267319328768,273
945,672988786805112832,272
1204,672984142909456390,516
1744,672980819271634944,960
1599,672975131468300288,857
911,672970152493887488,339
1270,672968025906282496,516
1366,672964561327235073,614
1310,672902681409806336,467
863,672898206762672129,402
1480,672884426393653248,801
991,672877615439593473,332
1253,672834301050937345,537
1199,672828477930868736,463
938,672640509974827008,300
1239,672622327801233409,462
1174,672614745925664768,552
1065,672609152938721280,372
1062,672604026190569472,380
1279,672594978741354496,584
913,672591762242805761,319
693,672591271085670400,177
988,672538107540070400,343
602,672523490734551040,160
1062,672488522314567680,411
1079,672482722825261057,567
688,672481316919734272,122
1387,672475084225949696,663
1297,672466075045466113,504
6169,672272411274932228,3191
1422,672267570918129665,587
1088,672264251789176834,320
2701,672256522047614977,1460
1375,672254177670729728,705
1662,672248013293752320,568
655,672245253877968896,146
859,672239279297454080,306
1748,672231046314901505,956
753,672222792075620352,202
2161,672205392827572224,1093
976,672169685991993344,349
839,672160042234327040,339
1662,672139350159835138,656
2285,672125275208069120,1082
954,672095186491711488,351
904,672082170312290304,346
1237,672068090318987265,486
8132,671896809300709376,3969
1259,671891728106971137,542
3306,671882082306625538,1318
1349,671879137494245376,632
1197,671874878652489728,522
1073,671866342182637568,466
862,671855973984772097,414
6744,671789708968640512,3285
1147,671768281401958400,467
1594,671763349865160704,852
1295,671744970634719232,718
720,671743150407421952,226
1381,671735591348891648,717
8112,671729906628341761,4125
12203,671561002136281088,6860
868,671550332464455680,199
1289,671547767500775424,557
1873,671544874165002241,998
1042,671542985629241344,534
888,671538301157904385,368
1112,671536543010570240,384
977,671533943490011136,548
803,671528761649688577,245
1334,671520732782923777,500
907,671518598289059840,283
1521,671511350426865664,668
6670,671504605491109889,3363
882,671497587707535361,424
956,671488513339211776,453
552,671486386088865792,184
726,671485057807351808,222
1377,671390180817915904,708
1057,671362598324076544,285
382,671357843010908160,146
464,671355857343524864,113
915,671347597085433856,406
699,671186162933985280,197
1070,671182547775299584,319
833,671166507850801152,326
1565,671163268581498880,1036
349,671159727754231808,75
680,671154572044468225,206
639,671151324042559489,143
638,671147085991960577,202
1097,671141549288370177,620
878,671138694582165504,376
711,671134062904504320,181
3321,671122204919246848,2372
1302,671115716440031232,737
1093,671109016219725825,412
1061,670995969505435648,279
23564,670842764863651840,8230
559,670840546554966016,183
1058,670838202509447168,654
419,670833812859932673,115
698,670832455012716544,206
5268,670826280409919488,3850
740,670823764196741120,176
580,670822709593571328,91
3030,670815497391357952,1458
1074,670811965569282048,256
1113,670807719151067136,464
1867,670804601705242624,909
327,670803562457407488,84
705,670797304698376195,223
786,670792680469889025,259
631,670789397210615808,224
571,670786190031921152,192
789,670783437142401025,365
1479,670782429121134593,729
759,670780561024270336,273
318,670778058496974848,70
1036,670764103623966721,399
422,670755717859713024,101
915,670733412878163972,484
796,670727704916926465,338
1138,670717338665226240,457
735,670704688707301377,352
562,670691627984359425,231
715,670679630144274432,268
235,670676092097810432,39
10192,670668383499735048,4738
1443,670474236058800128,702
340,670468609693655041,82
928,670465786746662913,513
526,670452855871037440,193
1152,670449342516494336,617
6420,670444955656130560,1881
620,670442337873600512,189
1010,670435821946826752,486
1343,670434127938719744,613
316,670433248821026816,106
1323,670428280563085312,585
498,670427002554466305,150
1250,670421925039075328,601
592,670420569653809152,298
546,670417414769758208,305
1929,670411370698022913,842
532,670408998013820928,207
409,670403879788544000,144
541,670385711116361728,191
717,670374371102445568,252
315,670361874861563904,61
407,670338931251150849,101
3719,670319130621435904,1153
415,670303360680108032,123
665,670290420111441920,268
984,670093938074779648,316
668,670086499208155136,240
2118,670079681849372674,1158
1486,670073503555706880,745
594,670069087419133954,225
729,670061506722140161,313
636,670055038660800512,308
619,670046952931721218,162
720,670040295598354432,105
568,670037189829525505,258
317,670003130994700288,85
311,669993076832759809,79
421,669972011175813120,148
288,669970042633789440,54
483,669942763794931712,150
360,669926384437997569,92
224,669923323644657664,53
770,669753178989142016,374
251,669749430875258880,63
492,669684865554620416,86
369,669683899023405056,102
339,669682095984410625,128
640,669680153564442624,268
774,669661792646373376,410
3360,669625907762618368,1707
910,669603084620980224,341
490,669597912108789760,142
1424,669583744538451968,872
418,669573570759163904,130
1518,669571471778410496,959
225,669567591774625800,52
372,669564461267722241,116
344,669393256313184256,69
1268,669375718304980992,686
473,669371483794317312,168
440,669367896104181761,141
597,669363888236994561,215
355,669359674819481600,113
2567,669354382627049472,1210
601,669353438988365824,245
413,669351434509529089,169
971,669328503091937280,395
550,669327207240699904,114
477,669324657376567296,196
1143,669216679721873412,384
419,669214165781868544,150
959,669203728096960512,441
627,669037058363662336,295
712,669015743032369152,352
554,669006782128353280,230
19948,669000397445533696,6027
422,668994913074286592,210
714,668992363537309700,320
643,668989615043424256,312
866,668988183816871936,437
527,668986018524233728,155
515,668981893510119424,284
762,668979806671884288,329
1245,668975677807423489,551
140,668967877119254528,21
672,668960084974809088,230
264,668955713004314625,67
250,668932921458302977,54
303,668902994700836864,94
384,668892474547511297,140
505,668872652652679168,285
431,668852170888998912,151
416,668826086256599040,125
536,668815180734689280,248
677,668779399630725120,349
498,668655139528511488,206
833,668645506898350081,502
835,668643542311546881,500
1021,668641109086707712,510
991,668636665813057536,465
2671,668633411083464705,1515
677,668631377374486528,301
300,668627278264475648,108
364,668625577880875008,121
1357,668623201287675904,709
189,668620235289837568,38
587,668614819948453888,300
1584,668587383441514497,1011
229,668567822092664832,49
489,668544745690562560,213
432,668542336805281792,200
242,668537837512433665,67
441,668528771708952576,210
311,668507509523615744,98
391,668496999348633600,124
407,668484198282485761,220
437,668480044826800133,139
852,668466899341221888,482
599,668297328638447616,279
231,668291999406125056,29
481,668286279830867968,129
784,668274247790391296,222
531,668268907921326080,222
1232,668256321989451776,567
922,668248472370458624,453
5890,668237644992782336,2676
283,668226093875376128,96
493,668221241640230912,186
532,668204964695683073,184
616,668190681446379520,190
464,668171859951755264,183
473,668154635664932864,294
550,668142349051129856,264
638,668113020489474048,222
1191,667937095915278337,753
280,667924896115245057,107
199,667915453470232577,53
470,667911425562669056,280
819,667902449697558528,359
1782,667886921285246976,1014
781,667885044254572545,446
375,667878741721415682,111
597,667873844930215936,383
2882,667866724293877760,976
231,667861340749471744,74
284,667832474953625600,59
1009,667806454573760512,461
314,667801013445750784,92
671,667793409583771648,311
395,667782464991965184,232
223,667773195014021121,52
420,667766675769573376,204
363,667728196545200128,143
459,667724302356258817,303
0,667550904950915073,32
0,667550882905632768,32
5494,667549055577362432,2121
325,667546741521195010,115
817,667544320556335104,494
195,667538891197542400,61
781,667534815156183040,494
446,667530908589760512,224
1614,667524857454854144,1054
351,667517642048163840,181
6461,667509364010450944,2007
514,667502640335572993,211
497,667495797102141441,249
500,667491009379606528,211
243,667470559035432960,90
182,667455448082227200,56
