favorites_count,id,retweet_count
5080,766793450729734144,1356
2617,766714921925144576,378
4019,766693177336135680,796
6006,766423258543644672,1592
6805,766313316352462849,1889
0,766078092750233600,2627
4231,766069199026450432,853
3744,766008592277377025,497
7242,765719909049503744,2154
5198,765669560888528897,1221
26642,765395769549590528,3385
7078,765371061932261376,2166
11636,765222098633691136,3392
6457,764857477905154048,1777
6018,764259802650378240,1499
760,763956972077010945,54
12586,763837565564780549,4161
5388,763183847194451968,1470
0,763167063695355904,3016
7361,763103485927849985,2296
12144,762699858130116608,3619
11218,762471784394268675,6409
10306,762464539388485633,4174
4808,762316489655476224,1124
31859,762035686371364864,15538
5401,761976711479193600,2006
0,761750502866649088,3914
4272,761745352076779520,862
49487,761672994376806400,29075
4119,761599872357261312,1190
0,761371037149827077,18044
5193,761334018830917632,1450
4487,761292947749015552,1086
5321,761227390836215808,1562
11321,761004547850530816,3468
3814,760893934457552897,975
6587,760656994973933572,1906
4978,760641137271070720,1294
7559,760539183865880579,3615
4217,760521673607086080,1384
26756,760290219849637889,11470
3945,760252756032651264,867
5689,760190180481531904,1801
0,760153949710192640,31
5944,759943073749200896,2077
14662,759923798737051648,5636
6727,759846353224826880,1966
5951,759793422261743616,1904
4687,759557299618865152,1180
8474,759447681597108224,2451
1671,759446261539934208,486
6071,759197388317847553,1943
0,759159934323924993,1153
14483,759099523532779520,4160
6475,759047813560868866,2004
3545,758854675097526272,893
11198,758828659922702336,3821
5723,758740312047005698,1609
3796,758474966123810816,996
4773,758467244762497024,2206
5209,758405701903519748,1906
3388,758355060040593408,1066
19023,758099635764359168,9960
2697,758041019896193024,373
6865,757741869644341248,3235
0,757729163776290825,7902
4537,757725642876129280,1206
4559,757611664640446465,1104
0,757597904299253760,299
4322,757596066325864448,1051
15093,757400162377592832,6834
5798,757393109802180609,1726
4504,757354760399941633,1413
6268,756998049151549440,1979
6635,756939218950160384,2001
5034,756651752796094464,1297
10380,756526248105566208,3564
3918,756303284449767430,1089
43858,756288534030475264,17654
6389,756275833623502848,1523
7301,755955933503782912,2867
16383,755206590534418437,5339
21139,755110668769038337,11042
0,754874841593970688,7875
6885,754856583969079297,2507
2582,754747087846248448,516
5271,754482103782404096,1947
3743,754449512966619136,729
7857,754120377874386944,2352
5821,753655901052166144,2159
7872,753420520834629632,3555
5735,753398408988139520,1891
7613,753375668877008896,2313
0,753298634498793472,5677
3360,753294487569522689,1035
36981,753039830821511168,20769
3912,753026973505581056,960
12591,752932432744185856,6833
6913,752917284578922496,1568
0,752701944171524096,2837
5981,752682090207055872,1585
4366,752660715232722944,1547
5476,752568224206688256,2270
7343,752519690950500352,3425
3802,752334515931054080,1089
0,752309394570878976,16167
5951,752173152931807232,1826
3046,751950017322246144,907
5174,751937170840121344,1323
5790,751830394383790080,1935
5803,751793661361422336,2885
7890,751598357617971201,3025
4375,751583847268179968,1094
5014,751538714308972544,1255
3200,751456908746354688,994
12452,751251247299190784,5841
6296,751205363882532864,1801
5050,751132876104687617,1292
4767,750868782890057730,1350
13122,750719632563142656,5005
4424,750506206503038976,1135
13120,750429297815552001,4247
4538,750383411068534784,1143
692,750381685133418496,27
3088,750147208377409536,955
3597,750132105863102464,1288
4311,750117059602808832,1299
3031,750101899009982464,835
2158,750086836815486976,528
7799,750071704093859840,3309
3146,750056684286914561,892
3161,750041628174217216,609
2709,750026558547456000,787
3235,750011400160841729,903
3059,749996283729883136,809
5097,749981277374128128,2447
4638,749774190421639168,1308
6082,749417653287129088,1627
2609,749403093750648834,530
8510,749395845976588288,3412
5476,749317047558017024,2218
5722,749075273010798592,2057
4782,749064354620928000,1509
3080,749036806121881602,788
10712,748977405889503236,3373
5781,748932637671223296,2227
2769,748705597323898880,942
4718,748699167502000129,1572
4225,748692773788876800,1321
6031,748575535303884801,1957
2190,748568946752774144,665
5190,748346686624440324,1220
7579,748337862848962560,4067
3662,748324050481647620,751
3645,748307329658011649,704
14042,748220828303695873,7718
5738,747963614829678593,2120
6557,747933425676525569,2512
2921,747885874273214464,964
2804,747844099428986880,745
4818,747816857231626240,1148
1375,747651430853525504,153
12796,747648653817413632,5795
2309,747600769478692864,552
3650,747594051852075008,1047
5498,747512671126323200,1595
3842,747461612269887489,1032
5376,747439450712596480,1898
0,747242308580548608,2885
5222,747219827526344708,1550
3352,747204161125646336,915
9495,747103485104099331,3931
2877,746906459439529985,294
5934,746872823977771008,2111
5284,746818907684614144,1724
4826,746790600704425984,1587
9506,746757706116112384,3877
6004,746726898085036033,1778
4998,746542875601690625,1862
0,746521445350707200,976
4622,746507379341139972,1074
6140,746369468511756288,1615
6859,746131877086527488,2176
3530,746056683365994496,803
3985,745789745784041472,1056
6950,745712589599014916,2306
7022,745433870967832576,2510
8498,745422732645535745,2417
7124,745314880350101504,2725
7767,745074613265149952,3452
7200,745057283344719872,2236
2947,744995568523612160,609
7809,744971049620602880,2655
5566,744709971296780288,1547
6727,744334592493166593,2085
154975,744234799360020481,77004
1649,744223424764059648,358
4132,743980027717509120,1081
3616,743895849529389061,953
0,743835915802583040,2050
4430,743609206067040256,1367
18193,743595368194129920,6462
3500,743545585370791937,932
7860,743510151680958465,3699
4190,743253157753532416,1211
6144,743222593470234624,1891
3800,743210557239623680,1342
7001,742534281772302336,3528
4368,742528092657332225,1945
7193,742465774154047488,3879
9722,742423170473463808,3717
6730,742385895052087300,1944
4296,742161199639494656,1351
5063,742150209887731712,1528
4498,741793263812808706,1494
8086,741743634094141440,2716
3646,741438259667034112,819
8691,741303864243200000,3162
9878,741099773336379392,5446
9421,741067306818797568,3060
6296,740995100998766593,2702
3366,740711788199743490,924
2819,740699697422163968,772
17980,740676976021798912,6740
34660,740373189193256964,13155
2434,740365076218183684,426
3264,740359016048689152,853
6615,740214038584557568,1942
19742,739979191639244800,5858
4010,739932936087216128,1063
3764,739844404073074688,848
3731,739623569819336705,1334
5330,739606147276148736,1636
39072,739544079319588864,20968
7072,739485634323156992,2891
114558,739238157791694849,57203
109,738891149612572673,6
3729,738885046782832640,1128
3265,738883359779196928,782
5022,738537504001953792,1513
3214,738402415918125056,816
4265,738184450748633089,1197
8666,738166403467907072,3307
2474,738156290900254721,631
5202,737826014890496000,1742
9878,737800304142471168,3417
4978,737678689543020544,1292
10125,737445876994609152,4399
3559,737322739594330112,803
14483,737310737551491075,7308
4200,736736130620620800,1701
17480,736392552031657984,7268
3920,736365877722001409,1226
8016,736225175608430592,2740
7795,736010884653420544,2935
3553,735991953473572864,1133
3985,735648611367784448,1085
6086,735635087207878657,2319
12857,735274964362878976,4960
3284,735256018284875776,867
3087,735137028879360001,960
2714,734912297295085568,518
12357,734787690684657664,6191
2468,734776360183431168,530
1462,734559631394082816,391
3530,733828123016450049,768
3619,733822306246479872,1009
3094,733482008106668032,938
4138,733460102733135873,1263
49553,733109485275860992,16601
2399,732732193018155009,527
3503,732726085725589504,879
3613,732585889486888962,767
7965,732375214819057664,2476
14689,732005617171337216,5312
3441,731285275100512256,979
